PARAM	PAIRS	METHOD	TP	FP	FN	TN
CC06	30R3_70R3_120R3	mash95	2497	1213	290	102692
CC06	30R3_70R3_120R3	genome	2718	684	69	103221
CC06	30R3_70R3_90R3	cluster	1890	1482	897	102423
CC06	30R3_70R3_90R3	subcluster	2429	1441	358	102464
CC06	30R3_70R3_90R3	mash90	2431	1454	356	102451
CC06	30R3_70R3_90R3	mash95	2606	1416	181	102489
CC06	30R3_70R3_90R3	genome	2717	833	70	103072
CC06	30R3_70R3	cluster	1747	1696	1040	102209
CC06	30R3_70R3	subcluster	2296	1486	491	102419
CC06	30R3_70R3	mash90	2351	1517	436	102388
CC06	30R3_70R3	mash95	2607	1601	180	102304
CC06	30R3_70R3	genome	2715	809	72	103096
CC06	30R3_80R3_100R3	cluster	1991	1438	796	102467
CC06	30R3_80R3_100R3	subcluster	2298	1391	489	102514
CC06	30R3_80R3_100R3	mash90	2273	1368	514	102537
CC06	30R3_80R3_100R3	mash95	2532	1149	255	102756
CC06	30R3_80R3_100R3	genome	2718	753	69	103152
CC06	30R3_80R3_120R3	cluster	1882	1331	905	102574
CC06	30R3_80R3_120R3	subcluster	2327	1282	460	102623
CC06	30R3_80R3_120R3	mash90	2338	1285	449	102620
CC06	30R3_80R3_120R3	mash95	2552	1268	235	102637
CC06	30R3_80R3_120R3	genome	2714	726	73	103179
CC06	30R3_80R3	cluster	1741	1520	1046	102385
CC06	30R3_80R3	subcluster	2371	1444	416	102461
CC06	30R3_80R3	mash90	2361	1434	426	102471
CC06	30R3_80R3	mash95	2574	1295	213	102610
CC06	30R3_80R3	genome	2718	789	69	103116
CC06	30R3_90R3_120R3	cluster	1804	1365	983	102540
CC06	30R3_90R3_120R3	subcluster	2359	1320	428	102585
CC06	30R3_90R3_120R3	mash90	2334	1257	453	102648
CC06	30R3_90R3_120R3	mash95	2566	1256	221	102649
CC06	30R3_90R3_120R3	genome	2720	782	67	103123
CC06	30R3_90R3	cluster	1892	1630	895	102275
CC06	30R3_90R3	subcluster	2366	1644	421	102261
CC06	30R3_90R3	mash90	2354	1615	433	102290
CC06	30R3_90R3	mash95	2526	1515	261	102390
CC06	30R3_90R3	genome	2716	923	71	102982
CC06	30R6_100R6_120R6	cluster	2071	1383	716	102522
CC06	30R6_100R6_120R6	subcluster	2373	1241	414	102664
CC06	30R6_100R6_120R6	mash90	2346	1212	441	102693
CC06	30R6_100R6_120R6	mash95	2529	1236	258	102669
CC06	30R6_100R6_120R6	genome	2720	719	67	103186
CC06	30R6_100R6	cluster	2059	1387	728	102518
CC06	30R6_100R6	subcluster	2339	1389	448	102516
CC06	30R6_100R6	mash90	2300	1350	487	102555
CC06	30R6_100R6	mash95	2502	1312	285	102593
CC06	30R6_100R6	genome	2718	756	69	103149
CC06	30R6_120R6	cluster	1778	1380	1009	102525
CC06	30R6_120R6	subcluster	2237	1380	550	102525
CC06	30R6_120R6	mash90	2236	1399	551	102506
CC06	30R6_120R6	mash95	2529	1294	258	102611
CC06	30R6_120R6	genome	2718	726	69	103179
CC06	30R6_40R6	cluster	1854	1647	933	102258
CC06	30R6_40R6	subcluster	2389	1694	398	102211
CC06	30R6_40R6	mash90	2458	1701	329	102204
CC06	30R6_40R6	mash95	2587	1539	200	102366
CC06	30R6_40R6	genome	2716	887	71	103018
CC06	30R6_50R6_100R6	cluster	2016	1242	771	102663
CC06	30R6_50R6_100R6	subcluster	2443	1357	344	102548
CC06	30R6_50R6_100R6	mash90	2419	1345	368	102560
CC06	30R6_50R6_100R6	mash95	2578	1378	209	102527
CC06	30R6_50R6_100R6	genome	2716	679	71	103226
CC06	30R6_50R6_120R6	cluster	1723	1359	1064	102546
CC06	30R6_50R6_120R6	subcluster	2314	1294	473	102611
CC06	30R6_50R6_120R6	mash90	2308	1239	479	102666
CC06	30R6_50R6_120R6	mash95	2492	1267	295	102638
CC06	30R6_50R6_120R6	genome	2721	708	66	103197
CC06	30R6_50R6_70R6	cluster	1969	1477	818	102428
CC06	30R6_50R6_70R6	subcluster	2386	1356	401	102549
CC06	30R6_50R6_70R6	mash90	2374	1394	413	102511
CC06	30R6_50R6_70R6	mash95	2581	1423	206	102482
CC06	30R6_50R6_70R6	genome	2712	778	75	103127
CC06	30R6_50R6_80R6	cluster	1880	1449	907	102456
CC06	30R6_50R6_80R6	subcluster	2345	1579	442	102326
CC06	30R6_50R6_80R6	mash90	2328	1553	459	102352
CC06	30R6_50R6_80R6	mash95	2544	1436	243	102469
CC06	30R6_50R6_80R6	genome	2715	735	72	103170
CC06	30R6_50R6_90R6	cluster	1716	1528	1071	102377
CC06	30R6_50R6_90R6	subcluster	2376	1570	411	102335
CC06	30R6_50R6_90R6	mash90	2329	1567	458	102338
CC06	30R6_50R6_90R6	mash95	2555	1512	232	102393
CC06	30R6_50R6_90R6	genome	2716	778	71	103127
CC06	30R6_50R6	cluster	1898	1755	889	102150
CC06	30R6_50R6	subcluster	2384	1808	403	102097
CC06	30R6_50R6	mash90	2420	1792	367	102113
CC06	30R6_50R6	mash95	2585	1688	202	102217
CC06	30R6_50R6	genome	2711	851	76	103054
CC06	30R6_60R6_100R6	cluster	2127	1328	660	102577
CC06	30R6_60R6_100R6	subcluster	2430	1438	357	102467
CC06	30R6_60R6_100R6	mash90	2362	1413	425	102492
CC06	30R6_60R6_100R6	mash95	2583	1180	204	102725
CC06	30R6_60R6_100R6	genome	2712	725	75	103180
CC06	30R6_60R6_120R6	cluster	1707	1278	1080	102627
CC06	30R6_60R6_120R6	subcluster	2208	1274	579	102631
CC06	30R6_60R6_120R6	mash90	2151	1247	636	102658
CC06	30R6_60R6_120R6	mash95	2584	1294	203	102611
CC06	30R6_60R6_120R6	genome	2718	692	69	103213
CC06	30R6_60R6_80R6	cluster	1787	1545	1000	102360
CC06	30R6_60R6_80R6	subcluster	2382	1728	405	102177
CC06	30R6_60R6_80R6	mash90	2361	1670	426	102235
CC06	30R6_60R6_80R6	mash95	2564	1347	223	102558
CC06	30R6_60R6_80R6	genome	2716	780	71	103125
CC06	30R6_60R6_90R6	cluster	1651	1658	1136	102247
CC06	30R6_60R6_90R6	subcluster	2361	1702	426	102203
CC06	30R6_60R6_90R6	mash90	2302	1695	485	102210
CC06	30R6_60R6_90R6	mash95	2566	1655	221	102250
CC06	30R6_60R6_90R6	genome	2710	949	77	102956
CC06	30R6_60R6	cluster	1920	1571	867	102334
CC06	30R6_60R6	subcluster	2376	1627	411	102278
CC06	30R6_60R6	mash90	2309	1606	478	102299
CC06	30R6_60R6	mash95	2595	1539	192	102366
CC06	30R6_60R6	genome	2714	866	73	103039
CC06	30R6_70R6_100R6	cluster	2132	1349	655	102556
CC06	30R6_70R6_100R6	subcluster	2378	1358	409	102547
CC06	30R6_70R6_100R6	mash90	2336	1356	451	102549
CC06	30R6_70R6_100R6	mash95	2584	1270	203	102635
CC06	30R6_70R6_100R6	genome	2720	684	67	103221
CC06	30R6_70R6_120R6	cluster	1808	1195	979	102710
CC06	30R6_70R6_120R6	subcluster	2298	1340	489	102565
CC06	30R6_70R6_120R6	mash90	2268	1319	519	102586
CC06	30R6_70R6_120R6	mash95	2608	1311	179	102594
CC06	30R6_70R6_120R6	genome	2719	666	68	103239
CC06	30R6_70R6_90R6	cluster	1895	1472	892	102433
CC06	30R6_70R6_90R6	subcluster	2364	1504	423	102401
CC06	30R6_70R6_90R6	mash90	2305	1458	482	102447
CC06	30R6_70R6_90R6	mash95	2522	1458	265	102447
CC06	30R6_70R6_90R6	genome	2713	820	74	103085
CC06	30R6_70R6	cluster	1989	1389	798	102516
CC06	30R6_70R6	subcluster	2274	1541	513	102364
CC06	30R6_70R6	mash90	2235	1524	552	102381
CC06	30R6_70R6	mash95	2569	1447	218	102458
CC06	30R6_70R6	genome	2716	866	71	103039
CC06	30R6_80R6_100R6	cluster	2091	1251	696	102654
CC06	30R6_80R6_100R6	subcluster	2381	1413	406	102492
CC06	30R6_80R6_100R6	mash90	2339	1416	448	102489
CC06	30R6_80R6_100R6	mash95	2586	1380	201	102525
CC06	30R6_80R6_100R6	genome	2718	724	69	103181
CC06	30R6_80R6_120R6	cluster	1748	1216	1039	102689
CC06	30R6_80R6_120R6	subcluster	2170	1209	617	102696
CC06	30R6_80R6_120R6	mash90	2167	1166	620	102739
CC06	30R6_80R6_120R6	mash95	2534	1168	253	102737
CC06	30R6_80R6_120R6	genome	2712	727	75	103178
CC06	30R6_80R6	cluster	1928	1676	859	102229
CC06	30R6_80R6	subcluster	2347	1677	440	102228
CC06	30R6_80R6	mash90	2313	1701	474	102204
CC06	30R6_80R6	mash95	2579	1645	208	102260
CC06	30R6_80R6	genome	2719	838	68	103067
CC06	30R6_90R6_120R6	cluster	1939	1266	848	102639
CC06	30R6_90R6_120R6	subcluster	2368	1325	419	102580
CC06	30R6_90R6_120R6	mash90	2329	1310	458	102595
CC06	30R6_90R6_120R6	mash95	2572	1302	215	102603
CC06	30R6_90R6_120R6	genome	2718	722	69	103183
CC06	30R6_90R6	cluster	1819	1617	968	102288
CC06	30R6_90R6	subcluster	2344	1628	443	102277
CC06	30R6_90R6	mash90	2299	1611	488	102294
CC06	30R6_90R6	mash95	2574	1602	213	102303
CC06	30R6_90R6	genome	2719	881	68	103024
CC06	30R9_100R9_120R9	cluster	1877	1409	910	102496
CC06	30R9_100R9_120R9	subcluster	2186	1393	601	102512
CC06	30R9_100R9_120R9	mash90	2203	1418	584	102487
CC06	30R9_100R9_120R9	mash95	2430	1311	357	102594
CC06	30R9_100R9_120R9	genome	2717	813	70	103092
CC06	30R9_100R9	cluster	2024	1447	763	102458
CC06	30R9_100R9	subcluster	2271	1433	516	102472
CC06	30R9_100R9	mash90	2324	1444	463	102461
CC06	30R9_100R9	mash95	2425	1420	362	102485
CC06	30R9_100R9	genome	2720	809	67	103096
CC06	30R9_120R9	cluster	1871	1438	916	102467
CC06	30R9_120R9	subcluster	2190	1359	597	102546
CC06	30R9_120R9	mash90	2246	1315	541	102590
CC06	30R9_120R9	mash95	2396	1345	391	102560
CC06	30R9_120R9	genome	2718	842	69	103063
CC06	30R9_40R9	cluster	1929	1915	858	101990
CC06	30R9_40R9	subcluster	2229	1824	558	102081
CC06	30R9_40R9	mash90	2292	1855	495	102050
CC06	30R9_40R9	mash95	2586	1628	201	102277
CC06	30R9_40R9	genome	2718	1025	69	102880
CC06	30R9_50R9_100R9	cluster	2018	1276	769	102629
CC06	30R9_50R9_100R9	subcluster	2321	1283	466	102622
CC06	30R9_50R9_100R9	mash90	2310	1241	477	102664
CC06	30R9_50R9_100R9	mash95	2578	1225	209	102680
CC06	30R9_50R9_100R9	genome	2720	756	67	103149
CC06	30R9_50R9_120R9	cluster	1907	1475	880	102430
CC06	30R9_50R9_120R9	subcluster	2203	1473	584	102432
CC06	30R9_50R9_120R9	mash90	2243	1427	544	102478
CC06	30R9_50R9_120R9	mash95	2459	1327	328	102578
CC06	30R9_50R9_120R9	genome	2717	931	70	102974
CC06	30R9_50R9_70R9	cluster	1796	1449	991	102456
CC06	30R9_50R9_70R9	subcluster	2294	1458	493	102447
CC06	30R9_50R9_70R9	mash90	2296	1430	491	102475
CC06	30R9_50R9_70R9	mash95	2435	1399	352	102506
CC06	30R9_50R9_70R9	genome	2708	842	79	103063
CC06	30R9_50R9_80R9	cluster	1854	1343	933	102562
CC06	30R9_50R9_80R9	subcluster	2222	1630	565	102275
CC06	30R9_50R9_80R9	mash90	2212	1625	575	102280
CC06	30R9_50R9_80R9	mash95	2439	1501	348	102404
CC06	30R9_50R9_80R9	genome	2710	832	77	103073
CC06	30R9_50R9_90R9	cluster	1918	1452	869	102453
CC06	30R9_50R9_90R9	subcluster	2232	1395	555	102510
CC06	30R9_50R9_90R9	mash90	2213	1402	574	102503
CC06	30R9_50R9_90R9	mash95	2436	1387	351	102518
CC06	30R9_50R9_90R9	genome	2714	788	73	103117
CC06	30R9_50R9	cluster	1878	1742	909	102163
CC06	30R9_50R9	subcluster	2309	1870	478	102035
CC06	30R9_50R9	mash90	2334	1792	453	102113
CC06	30R9_50R9	mash95	2567	1638	220	102267
CC06	30R9_50R9	genome	2715	887	72	103018
CC06	30R9_60R9_100R9	cluster	2091	1409	696	102496
CC06	30R9_60R9_100R9	subcluster	2291	1343	496	102562
CC06	30R9_60R9_100R9	mash90	2280	1322	507	102583
CC06	30R9_60R9_100R9	mash95	2429	1293	358	102612
CC06	30R9_60R9_100R9	genome	2721	750	66	103155
CC06	30R9_60R9_120R9	cluster	1950	1311	837	102594
CC06	30R9_60R9_120R9	subcluster	2254	1240	533	102665
CC06	30R9_60R9_120R9	mash90	2209	1200	578	102705
CC06	30R9_60R9_120R9	mash95	2428	1133	359	102772
CC06	30R9_60R9_120R9	genome	2712	793	75	103112
CC06	30R9_60R9_80R9	cluster	1833	1454	954	102451
CC06	30R9_60R9_80R9	subcluster	2233	1473	554	102432
CC06	30R9_60R9_80R9	mash90	2263	1479	524	102426
CC06	30R9_60R9_80R9	mash95	2446	1346	341	102559
CC06	30R9_60R9_80R9	genome	2711	825	76	103080
CC06	30R9_60R9_90R9	cluster	1991	1517	796	102388
CC06	30R9_60R9_90R9	subcluster	2299	1422	488	102483
CC06	30R9_60R9_90R9	mash90	2274	1379	513	102526
CC06	30R9_60R9_90R9	mash95	2445	1368	342	102537
CC06	30R9_60R9_90R9	genome	2712	794	75	103111
CC06	30R9_60R9	cluster	1917	1704	870	102201
CC06	30R9_60R9	subcluster	2323	1701	464	102204
CC06	30R9_60R9	mash90	2323	1733	464	102172
CC06	30R9_60R9	mash95	2442	1626	345	102279
CC06	30R9_60R9	genome	2712	916	75	102989
CC06	30R9_70R9_100R9	cluster	2003	1405	784	102500
CC06	30R9_70R9_100R9	subcluster	2198	1203	589	102702
CC06	30R9_70R9_100R9	mash90	2271	1223	516	102682
CC06	30R9_70R9_100R9	mash95	2445	1186	342	102719
CC06	30R9_70R9_100R9	genome	2720	760	67	103145
CC06	30R9_70R9_120R9	cluster	1819	1389	968	102516
CC06	30R9_70R9_120R9	subcluster	2130	1293	657	102612
CC06	30R9_70R9_120R9	mash90	2162	1312	625	102593
CC06	30R9_70R9_120R9	mash95	2392	1241	395	102664
CC06	30R9_70R9_120R9	genome	2716	802	71	103103
CC06	30R9_70R9_90R9	cluster	1856	1451	931	102454
CC06	30R9_70R9_90R9	subcluster	2184	1466	603	102439
CC06	30R9_70R9_90R9	mash90	2167	1449	620	102456
CC06	30R9_70R9_90R9	mash95	2436	1317	351	102588
CC06	30R9_70R9_90R9	genome	2711	814	76	103091
CC06	30R9_70R9	cluster	1834	1556	953	102349
CC06	30R9_70R9	subcluster	2308	1634	479	102271
CC06	30R9_70R9	mash90	2303	1612	484	102293
CC06	30R9_70R9	mash95	2442	1487	345	102418
CC06	30R9_70R9	genome	2715	915	72	102990
CC06	30R9_80R9_100R9	cluster	2054	1462	733	102443
CC06	30R9_80R9_100R9	subcluster	2253	1285	534	102620
CC06	30R9_80R9_100R9	mash90	2285	1265	502	102640
CC06	30R9_80R9_100R9	mash95	2433	1282	354	102623
CC06	30R9_80R9_100R9	genome	2726	748	61	103157
CC06	30R9_80R9_120R9	cluster	1874	1422	913	102483
CC06	30R9_80R9_120R9	subcluster	2168	1383	619	102522
CC06	30R9_80R9_120R9	mash90	2174	1360	613	102545
CC06	30R9_80R9_120R9	mash95	2387	1305	400	102600
CC06	30R9_80R9_120R9	genome	2716	782	71	103123
CC06	30R9_80R9	cluster	1892	1749	895	102156
CC06	30R9_80R9	subcluster	2226	1657	561	102248
CC06	30R9_80R9	mash90	2230	1654	557	102251
CC06	30R9_80R9	mash95	2411	1616	376	102289
CC06	30R9_80R9	genome	2716	877	71	103028
CC06	30R9_90R9_120R9	cluster	1827	1316	960	102589
CC06	30R9_90R9_120R9	subcluster	2076	1238	711	102667
CC06	30R9_90R9_120R9	mash90	2113	1235	674	102670
CC06	30R9_90R9_120R9	mash95	2385	1249	402	102656
CC06	30R9_90R9_120R9	genome	2709	746	78	103159
CC06	30R9_90R9	cluster	1934	1514	853	102391
CC06	30R9_90R9	subcluster	2282	1471	505	102434
CC06	30R9_90R9	mash90	2265	1458	522	102447
CC06	30R9_90R9	mash95	2440	1541	347	102364
CC06	30R9_90R9	genome	2715	828	72	103077
CC06	40R0_100R0_120R0	cluster	2006	1417	781	102488
CC06	40R0_100R0_120R0	subcluster	2270	1404	517	102501
CC06	40R0_100R0_120R0	mash90	2316	1407	471	102498
CC06	40R0_100R0_120R0	mash95	2486	1341	301	102564
CC06	40R0_100R0_120R0	genome	2725	725	62	103180
CC06	40R0_100R0	cluster	1951	1607	836	102298
CC06	40R0_100R0	subcluster	2243	1678	544	102227
CC06	40R0_100R0	mash90	2337	1602	450	102303
CC06	40R0_100R0	mash95	2554	1519	233	102386
CC06	40R0_100R0	genome	2721	781	66	103124
CC06	40R0_120R0	cluster	1853	1394	934	102511
CC06	40R0_120R0	subcluster	2208	1484	579	102421
CC06	40R0_120R0	mash90	2218	1481	569	102424
CC06	40R0_120R0	mash95	2514	1417	273	102488
CC06	40R0_120R0	genome	2724	762	63	103143
CC06	40R0_50R0	cluster	1950	1939	837	101966
CC06	40R0_50R0	subcluster	2385	1845	402	102060
CC06	40R0_50R0	mash90	2462	1850	325	102055
CC06	40R0_50R0	mash95	2544	1876	243	102029
CC06	40R0_50R0	genome	2717	1013	70	102892
CC06	40R0_60R0_100R0	cluster	1898	1439	889	102466
CC06	40R0_60R0_100R0	subcluster	2333	1418	454	102487
CC06	40R0_60R0_100R0	mash90	2364	1413	423	102492
CC06	40R0_60R0_100R0	mash95	2578	1397	209	102508
CC06	40R0_60R0_100R0	genome	2718	758	69	103147
CC06	40R0_60R0_120R0	cluster	2041	1383	746	102522
CC06	40R0_60R0_120R0	subcluster	2228	1370	559	102535
CC06	40R0_60R0_120R0	mash90	2186	1357	601	102548
CC06	40R0_60R0_120R0	mash95	2602	1358	185	102547
CC06	40R0_60R0_120R0	genome	2723	706	64	103199
CC06	40R0_60R0_80R0	cluster	1916	1411	871	102494
CC06	40R0_60R0_80R0	subcluster	2376	1420	411	102485
CC06	40R0_60R0_80R0	mash90	2363	1354	424	102551
CC06	40R0_60R0_80R0	mash95	2574	1468	213	102437
CC06	40R0_60R0_80R0	genome	2713	815	74	103090
CC06	40R0_60R0_90R0	cluster	1711	1685	1076	102220
CC06	40R0_60R0_90R0	subcluster	2222	1692	565	102213
CC06	40R0_60R0_90R0	mash90	2211	1671	576	102234
CC06	40R0_60R0_90R0	mash95	2448	1659	339	102246
CC06	40R0_60R0_90R0	genome	2717	987	70	102918
CC06	40R0_60R0	cluster	1812	1570	975	102335
CC06	40R0_60R0	subcluster	2294	1607	493	102298
CC06	40R0_60R0	mash90	2346	1579	441	102326
CC06	40R0_60R0	mash95	2587	1684	200	102221
CC06	40R0_60R0	genome	2719	910	68	102995
CC06	40R0_70R0_100R0	cluster	1955	1442	832	102463
CC06	40R0_70R0_100R0	subcluster	2274	1367	513	102538
CC06	40R0_70R0_100R0	mash90	2326	1369	461	102536
CC06	40R0_70R0_100R0	mash95	2569	1323	218	102582
CC06	40R0_70R0_100R0	genome	2719	714	68	103191
CC06	40R0_70R0_120R0	cluster	1867	1340	920	102565
CC06	40R0_70R0_120R0	subcluster	2231	1396	556	102509
CC06	40R0_70R0_120R0	mash90	2188	1377	599	102528
CC06	40R0_70R0_120R0	mash95	2554	1258	233	102647
CC06	40R0_70R0_120R0	genome	2722	689	65	103216
CC06	40R0_70R0_90R0	cluster	1720	1360	1067	102545
CC06	40R0_70R0_90R0	subcluster	2209	1466	578	102439
CC06	40R0_70R0_90R0	mash90	2212	1448	575	102457
CC06	40R0_70R0_90R0	mash95	2392	1252	395	102653
CC06	40R0_70R0_90R0	genome	2713	778	74	103127
CC06	40R0_70R0	cluster	1868	1504	919	102401
CC06	40R0_70R0	subcluster	2292	1507	495	102398
CC06	40R0_70R0	mash90	2310	1494	477	102411
CC06	40R0_70R0	mash95	2540	1466	247	102439
CC06	40R0_70R0	genome	2717	827	70	103078
CC06	40R0_80R0_100R0	cluster	1951	1432	836	102473
CC06	40R0_80R0_100R0	subcluster	2283	1407	504	102498
CC06	40R0_80R0_100R0	mash90	2305	1395	482	102510
CC06	40R0_80R0_100R0	mash95	2553	1394	234	102511
CC06	40R0_80R0_100R0	genome	2722	755	65	103150
CC06	40R0_80R0_120R0	cluster	2071	1479	716	102426
CC06	40R0_80R0_120R0	subcluster	2358	1510	429	102395
CC06	40R0_80R0_120R0	mash90	2357	1538	430	102367
CC06	40R0_80R0_120R0	mash95	2543	1444	244	102461
CC06	40R0_80R0_120R0	genome	2719	743	68	103162
CC06	40R0_80R0	cluster	1953	1595	834	102310
CC06	40R0_80R0	subcluster	2356	1586	431	102319
CC06	40R0_80R0	mash90	2382	1550	405	102355
CC06	40R0_80R0	mash95	2553	1463	234	102442
CC06	40R0_80R0	genome	2714	869	73	103036
CC06	40R0_90R0_120R0	cluster	1964	1341	823	102564
CC06	40R0_90R0_120R0	subcluster	2234	1359	553	102546
CC06	40R0_90R0_120R0	mash90	2233	1355	554	102550
CC06	40R0_90R0_120R0	mash95	2415	1327	372	102578
CC06	40R0_90R0_120R0	genome	2718	684	69	103221
CC06	40R0_90R0	cluster	1707	1744	1080	102161
CC06	40R0_90R0	subcluster	2147	1723	640	102182
CC06	40R0_90R0	mash90	2241	1679	546	102226
CC06	40R0_90R0	mash95	2437	1620	350	102285
CC06	40R0_90R0	genome	2718	872	69	103033
CC06	40R12_100R12_120R12	cluster	1760	1778	1027	102127
CC06	40R12_100R12_120R12	subcluster	2182	1760	605	102145
CC06	40R12_100R12_120R12	mash90	2150	1773	637	102132
CC06	40R12_100R12_120R12	mash95	2345	1734	442	102171
CC06	40R12_100R12_120R12	genome	2707	1081	80	102824
CC06	40R12_100R12	cluster	1829	1887	958	102018
CC06	40R12_100R12	subcluster	2175	1906	612	101999
CC06	40R12_100R12	mash90	2168	1930	619	101975
CC06	40R12_100R12	mash95	2380	1833	407	102072
CC06	40R12_100R12	genome	2722	1124	65	102781
CC06	40R12_120R12	cluster	1715	1882	1072	102023
CC06	40R12_120R12	subcluster	2278	1972	509	101933
CC06	40R12_120R12	mash90	2259	1963	528	101942
CC06	40R12_120R12	mash95	2435	1863	352	102042
CC06	40R12_120R12	genome	2708	1103	79	102802
CC06	40R12_50R12	cluster	1807	2138	980	101767
CC06	40R12_50R12	subcluster	2263	2229	524	101676
CC06	40R12_50R12	mash90	2210	2203	577	101702
CC06	40R12_50R12	mash95	2437	2033	350	101872
CC06	40R12_50R12	genome	2706	1122	81	102783
CC06	40R12_60R12_100R12	cluster	1844	1849	943	102056
CC06	40R12_60R12_100R12	subcluster	2168	1810	619	102095
CC06	40R12_60R12_100R12	mash90	2218	1812	569	102093
CC06	40R12_60R12_100R12	mash95	2392	1806	395	102099
CC06	40R12_60R12_100R12	genome	2713	1023	74	102882
CC06	40R12_60R12_120R12	cluster	1743	1949	1044	101956
CC06	40R12_60R12_120R12	subcluster	2259	1852	528	102053
CC06	40R12_60R12_120R12	mash90	2243	1840	544	102065
CC06	40R12_60R12_120R12	mash95	2426	1794	361	102111
CC06	40R12_60R12_120R12	genome	2700	1013	87	102892
CC06	40R12_60R12_80R12	cluster	1815	1868	972	102037
CC06	40R12_60R12_80R12	subcluster	2207	1875	580	102030
CC06	40R12_60R12_80R12	mash90	2202	1889	585	102016
CC06	40R12_60R12_80R12	mash95	2443	1888	344	102017
CC06	40R12_60R12_80R12	genome	2706	1063	81	102842
CC06	40R12_60R12_90R12	cluster	1904	1776	883	102129
CC06	40R12_60R12_90R12	subcluster	2159	1769	628	102136
CC06	40R12_60R12_90R12	mash90	2121	1771	666	102134
CC06	40R12_60R12_90R12	mash95	2515	1710	272	102195
CC06	40R12_60R12_90R12	genome	2710	1079	77	102826
CC06	40R12_60R12	cluster	1809	2273	978	101632
CC06	40R12_60R12	subcluster	2196	2297	591	101608
CC06	40R12_60R12	mash90	2244	2304	543	101601
CC06	40R12_60R12	mash95	2433	2222	354	101683
CC06	40R12_60R12	genome	2708	1055	79	102850
CC06	40R12_70R12_100R12	cluster	1850	1841	937	102064
CC06	40R12_70R12_100R12	subcluster	2161	1641	626	102264
CC06	40R12_70R12_100R12	mash90	2141	1662	646	102243
CC06	40R12_70R12_100R12	mash95	2318	1673	469	102232
CC06	40R12_70R12_100R12	genome	2715	1065	72	102840
CC06	40R12_70R12_120R12	cluster	1828	1781	959	102124
CC06	40R12_70R12_120R12	subcluster	2199	1594	588	102311
CC06	40R12_70R12_120R12	mash90	2210	1612	577	102293
CC06	40R12_70R12_120R12	mash95	2415	1711	372	102194
CC06	40R12_70R12_120R12	genome	2703	974	84	102931
CC06	40R12_70R12_90R12	cluster	1846	1717	941	102188
CC06	40R12_70R12_90R12	subcluster	2094	1693	693	102212
CC06	40R12_70R12_90R12	mash90	2027	1681	760	102224
CC06	40R12_70R12_90R12	mash95	2293	1655	494	102250
CC06	40R12_70R12_90R12	genome	2713	1043	74	102862
CC06	40R12_70R12	cluster	1799	2071	988	101834
CC06	40R12_70R12	subcluster	2191	2139	596	101766
CC06	40R12_70R12	mash90	2193	2075	594	101830
CC06	40R12_70R12	mash95	2410	2042	377	101863
CC06	40R12_70R12	genome	2713	1084	74	102821
CC06	40R12_80R12_100R12	cluster	1899	1673	888	102232
CC06	40R12_80R12_100R12	subcluster	2155	1681	632	102224
CC06	40R12_80R12_100R12	mash90	2136	1695	651	102210
CC06	40R12_80R12_100R12	mash95	2312	1653	475	102252
CC06	40R12_80R12_100R12	genome	2717	1063	70	102842
CC06	40R12_80R12_120R12	cluster	1736	1784	1051	102121
CC06	40R12_80R12_120R12	subcluster	2153	1832	634	102073
CC06	40R12_80R12_120R12	mash90	2134	1803	653	102102
CC06	40R12_80R12_120R12	mash95	2320	1755	467	102150
CC06	40R12_80R12_120R12	genome	2707	1044	80	102861
CC06	40R12_80R12	cluster	1802	2063	985	101842
CC06	40R12_80R12	subcluster	2216	1889	571	102016
CC06	40R12_80R12	mash90	2177	1859	610	102046
CC06	40R12_80R12	mash95	2380	1812	407	102093
CC06	40R12_80R12	genome	2714	1138	73	102767
CC06	40R12_90R12_120R12	cluster	1734	1879	1053	102026
CC06	40R12_90R12_120R12	subcluster	2143	1760	644	102145
CC06	40R12_90R12_120R12	mash90	2068	1747	719	102158
CC06	40R12_90R12_120R12	mash95	2317	1788	470	102117
CC06	40R12_90R12_120R12	genome	2713	1090	74	102815
CC06	40R12_90R12	cluster	1824	1803	963	102102
CC06	40R12_90R12	subcluster	2139	1813	648	102092
CC06	40R12_90R12	mash90	2090	1819	697	102086
CC06	40R12_90R12	mash95	2296	1835	491	102070
